"","SRR951029","SRR951030","SRR951035","SRR951036","SRR951038","SRR951039"
"SL1344_2673",4.82,5.5,1.97,1.6,0.54,0.36
"SL1344_2674",1.4,1.73,169.76,184.15,2.11,0.91
"SL1344_2675",0.51,1.02,1.76,3.63,1.07,0.38
"SL1344_2676",0.32,0.43,0.17,0.18,0.25,0.07
"SL1344_2677",0.56,0.82,0.36,0.34,0.18,0.13
"SL1344_2678",0.11,0.4,0.14,0.11,0.04,0.01
"SL1344_2679",0.07,0.14,0.09,0.04,0.04,0
"SL1344_2680",0,0,0.04,0.02,0.01,0
"SL1344_2681",0.12,0.06,0,0.05,0.01,0
"SL1344_2682",0.12,0.06,0.03,0.03,0,0.01
"SL1344_2683",0,0.26,0.11,0.03,0.03,0.02
"SL1344_2684",0.18,0.18,0.05,0.05,0.05,0.01
"SL1344_2685",0.48,0.28,0.12,0.31,0.14,0.04
"SL1344_2686",0,0.17,0.35,0.22,1.34,0.62
"SL1344_2687",0,0,0.05,0,0.06,0.02
"SL1344_2688",0.25,0,0,0.03,0.03,0
"SL1344_2689",0.06,0.11,0.02,0.01,0.01,0
"SL1344_2690",0.04,0.04,0,0.04,0.01,0.01
"SL1344_2691",0.05,0.07,0.08,0.04,0.04,0.01
"SL1344_2692",0,0.03,0.03,0.01,0.02,0
"SL1344_2693",0.1,0.12,0.06,0.08,0.03,0.01
"SL1344_2694",0.73,1.04,0.73,0.65,0.4,0.15
"SL1344_2695",9.72,8.85,10.72,13.24,4.08,1.34
"SL1344_2696",17.4,17.57,41.78,42.63,7.24,2.46
"SL1344_2697",49.74,54.65,26.45,36.2,1.35,1.1
"SL1344_2698",27.64,27.88,19.17,22.72,1.29,0.51
"SL1344_2699",7.86,6.46,1.67,1.89,0.7,0.45
"SL1344_2700",7.54,11.32,3.22,3.82,1.55,0.72
"SL1344_2701",0.73,0.73,0.29,0.23,0.06,0.04
"SL1344_2702",0.75,0.58,0.56,0.61,0.35,0.13
"SL1344_2703",0.45,0.34,0.19,0.45,0,0.09
"SL1344_2704",0.08,0.08,0.1,0.08,0.1,0.02
"SL1344_2705",2.62,2.28,8.32,7.37,0.53,0.22
"SL1344_2706",0.15,0.15,0.21,0.27,0.09,0.04
"SL1344_2707",0.21,0.21,0.48,0.41,0.18,0.11
"SL1344_2708",11.15,10.73,4.02,4.39,0.12,0.23
"SL1344_2709",5.12,5.29,1.45,1.75,0.12,0.07
"SL1344_2710",5.94,6.39,1.92,2.12,0.3,0.13
"SL1344_2712",2.44,2.03,1.59,1.44,0.68,0.33
"SL1344_2713",18.71,19.68,13.21,13.84,1.96,0.83
"SL1344_2714",19.7,20.06,15.3,19.79,0.53,0.5
"SL1344_2715",18.59,17.15,16.13,18.53,2.75,1.06
"SL1344_2716",0.32,0.23,0.33,0.31,0.18,0.1
"SL1344_2717",0.43,1.29,1.34,0.81,0.19,0.13
"SL1344_2718",0.23,0.39,0.24,0.25,0.09,0.03
"SL1344_2719",123.53,115.19,182.55,226.63,407.84,272.48
"SL1344_2720",1.14,1.37,0.48,0.3,0,0
"SL1344_2721",0.65,0.73,0.17,0.3,0.04,0
"SL1344_2722",1.32,1.31,0.69,0.8,0.36,0.18
"SL1344_2723",0.12,0.13,1.39,1.05,0.25,0.13
"SL1344_2725",0.16,0.08,0.27,0.34,0.08,0.02
"SL1344_2726",8.94,9.35,3.73,4.54,1.83,0.5
"SL1344_2727",5.54,6.58,4.34,4.63,1.32,0.64
"SL1344_2728",0.24,0.6,0.3,0.16,0.09,0.06
"SL1344_2729",0.28,0.34,0.12,0.09,0.05,0.01
"SL1344_2730",27.43,29.98,9.6,11.42,2.06,0.82
"SL1344_2731",16.29,16.05,3.12,3.7,0.41,0.16
"SL1344_2732",27.86,26.08,13.91,14.55,0.7,0.29
"SL1344_2733",0.45,1.37,0.46,0.41,0.07,0.03
"SL1344_2734",0.05,0,0.1,0.03,0.05,0.02
"SL1344_2735",0.21,0.07,0.2,0.22,0,0
"SL1344_2736",0.05,0.13,0.09,0.07,0.05,0.01
"SL1344_2737",0.64,0.9,0.33,0.53,0.03,0.04
"SL1344_2738",5.73,6.2,1.75,1.7,1.23,0.44
"SL1344_2739",0.41,0.41,0.12,0.17,0.13,0.08
"SL1344_2740",0.09,0.05,0.02,0.01,0.02,0.01
"SL1344_2741",0.09,0.15,0.14,0.12,0.02,0.02
"SL1344_2742",0.18,0.14,0.08,0.06,0.06,0.02
"SL1344_2743",0.23,0.17,0.08,0.17,0.03,0.03
"SL1344_2744",0.15,0.12,0.14,0.22,0.06,0.01
"SL1344_2745",1.95,1.75,0.45,0.69,0.39,0.09
"SL1344_2746",2.32,3.03,1.15,1.74,0.6,0.23
"IsrM",0.47,0.16,0.3,0.35,0.12,0.1
"SL1344_ncRNA_76",0.47,0.16,0.3,0.35,0.12,0.1
"SL1344_2747",2.81,2.69,2.59,2.37,0.69,0.35
"SL1344_2747A",1.01,0.75,0.66,0.75,0.24,0.19
"IsrN",0.54,1.28,0.38,0.62,0,0
"SL1344_ncRNA_77",0.54,1.28,0.38,0.62,0,0
"SL1344_2750",1.07,0.59,1.55,1.3,0.22,0.14
"SL1344_2751",26.1,27.1,6.32,5.08,0.3,0.1
"SL1344_2752",34.18,34.66,11.48,11.24,0.75,0.33
"SL1344_2753",1.29,0.17,0.54,0.55,1.13,0.28
"SL1344_2754",1.19,1.17,0.44,0.39,0.72,0.33
"SL1344_2755",1.25,1.35,1.05,0.98,0.83,0.19
"SL1344_2756",45.21,43.74,34.21,29.42,2.2,0.86
"SL1344_2757",1.27,0.96,1.59,2.18,4.33,1.52
"SL1344_2758",0.67,0.72,0.27,0.18,2.64,1.35
"SL1344_2759",0.57,0.58,0.28,0.27,0.22,0.14
"SL1344_2760",0.19,0.46,0.09,0.16,0.04,0.02
"SL1344_2761",0.69,0.67,0.24,0.32,0.26,0.15
"SL1344_2762",0.76,0.98,0.47,0.56,2.67,1.55
"SL1344_2763",1.45,1.88,9.13,9.65,6.42,2.18
"SL1344_2764",12.75,14.19,25.6,30.96,1.58,0.66
"SL1344_2765",25.58,27.42,28.47,34.45,1.9,0.85
"SL1344_2767",2.35,3.06,2.2,2.07,3.51,1.61
"SL1344_2768",1.85,2.25,4.36,1.89,0.34,0.21
"SL1344_2769",1,1.28,6.42,3.25,0.74,0.35
"SL1344_2770",0.82,0.45,0.85,1.05,0.27,0.16
"SL1344_2771",0.18,0.12,0.85,0.8,0.05,0.05
"SL1344_2772",1.18,1.31,1.38,1.28,0.18,0.16
"SL1344_2773",0.16,0.24,2.41,0.72,4.7,3.73
"SL1344_2774",0.33,0.27,1.29,0.56,4.07,2.1
"SL1344_2775",0.2,0.14,1.31,1.52,1.44,0.82
"SL1344_2776",1.96,2.3,1.85,2.27,2.33,1.29
"SL1344_2777",0.57,0.63,1.16,1.24,1.1,0.55
"SL1344_2778",1.38,1.31,5.94,7.54,5.7,5.64
"SL1344_2779",1.96,2.2,17.89,16.77,12.15,9.83
"SL1344_2780",2.93,2.13,21.35,21.06,120.74,77.88
"SL1344_2781",1.73,2.5,1.04,1.65,4.16,2.2
"SL1344_2782",1.52,1.33,1.03,1.43,0.56,0.31
"SL1344_2783",145.98,152.08,31.83,31.01,3.31,2.51
"SL1344_2784",4.2,3.36,12.93,14.93,2.37,1.49
"SL1344_2785",4.65,3.42,4.12,5.36,0.78,0.65
"SL1344_2786",2.37,3.08,18.84,18.87,17.34,7.92
"SL1344_2787",1.59,1.95,0.98,1.09,2.19,0.7
"SL1344_2788",1.32,0.91,0.23,0.35,0.06,0.07
"SL1344_2789",1.61,1.47,0.06,0.42,2.03,1.96
"STnc3080",15,19.25,0.53,0.28,10.36,4.39
"SL1344_2790",5.05,3.82,0.04,0.06,1.09,1.82
"SL1344_2791",4.6,4.32,0.11,0.1,0.27,0.18
"SL1344_2792",3.57,3.78,0.29,0.27,0.3,0.18
"SL1344_2793",7.07,7.44,2.05,2.22,3.27,1.3
"SL1344_2794",2.52,2.75,1.26,2.02,0.4,0.22
"SL1344_2795",1.63,1.05,1.08,1.24,0.2,0.13
"SL1344_2796",1.25,1.13,1.11,1.2,0.23,0.11
"SL1344_2797",1.36,1.87,0.75,0.84,0.23,0.09
"SL1344_2798",27.31,27.95,5.04,6,1.61,0.49
"SL1344_2799",9.54,9.67,1.57,2.44,0.3,0.13
"SL1344_2800",6.23,5.71,0.88,1.14,0.12,0.04
"SL1344_2801",0.62,0.78,0.3,0.37,0.37,0.16
"SL1344_2802",20.63,19.92,9.68,11.46,0.95,1.1
"MicA",160.29,153.32,139.23,125.68,2148.01,677.24
"SL1344_ncRNA_78",160.29,153.32,139.23,125.68,2148.01,677.24
"SL1344_2803",10.6,12.18,4.24,5.06,0.8,0.56
"SL1344_2804",18.6,18.86,5.06,6.82,1.52,0.75
"SL1344_2805",16.72,15.96,5.68,6.36,0.91,0.41
"SL1344_tRNA_46",4147.18,4144.87,5098.08,2733.68,4460.78,1616.78
"SL1344_tRNA_47",4440.11,4396.17,5068.68,2756.16,4417.63,1624.61
"SL1344_tRNA_48",4542.65,4494.15,5129.55,2743.17,4423.8,1640.56
"SL1344_tRNA_49",4218.23,4174.83,5062.5,2717.19,4427.95,1620.86
"SL1344_tRNA_50",21234.65,21236.27,14129.03,15051.01,12660.78,14222
"SL1344_2806",200.92,206.27,109.38,126.95,40.13,30.55
"SL1344_2807",28.2,26.3,7.52,8.48,0.33,0.16
"SL1344_2808",4.34,5.15,0.89,1.7,0.3,0.18
"SL1344_2809",32.02,31.21,9.02,11.85,1.38,0.69
"SL1344_2810",9.31,7.65,3.43,4.44,1.04,0.56
"SL1344_2811",5.64,5.55,2.7,3.45,0.67,0.32
"SL1344_2812",0.64,0.79,1.35,1.5,0.06,0.05
"SL1344_2813",0.27,0.43,0.4,0.58,0.03,0.02
"SL1344_2814",0.5,0.79,0.63,0.81,0.05,0.02
"SL1344_2815",1.2,0.9,1.41,1.19,0.36,0.23
"SL1344_2816",3.74,3.48,5.35,3.43,1.83,0.73
"SL1344_2817",4.45,4.35,3.25,4.28,0.45,0.29
"SL1344_2818",3.46,3.97,2.89,3.17,0.37,0.25
"SL1344_2819",1.11,1.35,0.57,1.01,0.75,0.32
"SL1344_2820",0.63,0.56,0.45,0.47,0.54,0.22
"SL1344_2821",0.82,0.9,0.29,0.25,0.06,0.03
"C0664",2.64,2.17,1.01,2.15,0.06,0.07
"SL1344_2822",3.18,3.24,0.65,0.81,0.1,0.05
"SL1344_2823",0.38,0.38,0.22,0.2,0.04,0.02
"SL1344_2824",0.86,0.9,0.5,0.48,0.1,0.06
"SL1344_2825",0.77,1,0.76,0.56,0.43,0.16
"SL1344_2826",0.88,1.14,0.53,0.53,0.13,0.02
"SL1344_2827",0.67,0.58,0.34,0.31,0.07,0.01
"SL1344_2828",0.52,0.48,0.18,0.14,0.01,0.01
"SL1344_2829",0.32,0.31,0.2,0.22,0.08,0.05
"SL1344_2830",0.31,0.23,0.11,0.08,0.03,0
"SL1344_2831",0.2,0.16,0.11,0.13,0.03,0.02
"SL1344_2832",0.13,0.13,0.04,0.02,0,0
"SL1344_2833",0.22,0.23,0.05,0.07,0.08,0.03
"SL1344_2834",1.38,1.39,3.96,5.12,0.22,0.03
"SL1344_2835",1.42,1.49,1.71,2.83,0.18,0.06
"SL1344_2836",1.99,2.01,3.11,5.02,0.17,0.04
"SL1344_2837",1.5,1.16,2.44,2.95,0.1,0.05
"SL1344_2838",2.54,2.45,3.06,4.14,0.29,0.2
"SL1344_2839",1.05,1.37,1.3,1.83,0.59,0.41
"SL1344_2840",2.03,1.66,0.98,1.68,35.26,16.47
"SL1344_2841",2.93,3.47,0.53,0.42,36.83,17.93
"SL1344_2842",3.09,2.76,0.36,0.47,11.84,7.99
"SL1344_2843",1.96,1.79,0.34,0.32,6.29,4.47
"SL1344_2844",3.08,3.38,1.85,2.5,7.61,4.95
"SL1344_2845",6.32,7.25,23.1,27.52,4.68,2.9
"SL1344_2846",2.6,3.31,31.55,31.65,0.26,0.09
"SL1344_2847",12.02,11.75,72.05,89.14,1.36,0.58
"SL1344_2848",10.98,9.33,44.43,51.91,2.28,1.1
"SL1344_2849",9.74,10.26,44.21,51.43,0.44,0.17
"SL1344_2850",30.6,30.65,99.44,124.55,1.85,0.66
"STnc4240",53.65,53.58,92.92,132.08,2.93,1.05
"SL1344_2851",4.54,4.19,131.27,132.62,0.53,0.31
"SL1344_2852",4.15,4.26,128.71,134.03,0.94,0.75
"SL1344_2853",2.45,2.9,119.77,131.18,0.97,0.45
"STnc3020",4.14,4.43,108.15,123.42,1.31,0.85
"SL1344_2854",2.09,2.72,101.89,96.86,3.23,1.07
"SL1344_2855",8.66,8.86,81.43,88.13,15.93,6.45
"SL1344_2856",1.48,1.35,20.22,25.95,0.78,0.24
"SL1344_2857",3.22,2,53.88,59.07,4.76,1.66
"SL1344_2858",11.95,11.81,60.4,60.86,2.22,0.76
"SL1344_2859",23.92,23.49,152.9,178.46,15.42,3.95
"SL1344_2860",14.35,13.83,124.31,125.23,2.54,0.97
"SL1344_2861",2.49,2.59,49.19,41.7,5.2,2.25
"STnc1410",6.93,8.27,53.86,58.13,48.92,20.95
"SL1344_2862",1.63,1.74,62.85,57.97,2.23,0.91
"SL1344_2863",3.16,3.67,173.92,186.23,1.66,0.71
"SL1344_2864",1.86,1.86,143.06,136.9,2.1,1.15
"SL1344_2865",2.18,1.68,175.15,223.14,3.13,1.99
"SL1344_2866",0.63,0.54,15.97,17.26,0.65,0.23
"SL1344_2867",0.56,0.56,17.23,20.69,0.31,0.1
"SL1344_2868",1.09,0.9,45.06,49.09,0.68,0.29
"SL1344_2869",0.73,0.77,35.27,43.33,0.45,0.17
"SL1344_2870",0.65,0.51,25.7,29.02,0.18,0.08
"SL1344_2871",0.72,0.8,32.74,36.2,0.15,0.06
"SL1344_2872",1.57,1.06,42.17,53.53,0.13,0.03
"SL1344_2873",1,1.13,42.44,50.27,0.16,0.09
"SL1344_2874",1.52,1.47,110.05,131.26,0.54,0.32
"SL1344_2875",1.25,1.51,50.07,62.61,0.31,0.14
"SL1344_2876",1.2,0.93,37.47,52.2,2.36,1
"SL1344_2877",0.95,0.8,35,45.09,1.84,0.93
"SL1344_2878",1.63,1.2,52.79,61.37,28.54,16.06
"SL1344_2879",3.5,4.29,27.32,33.77,1.46,0.86
"InvR",132.73,146.38,3773.94,3153.06,1171.24,877.73
"SL1344_ncRNA_79",122.05,134.61,3470.67,2900.93,1077,807.25
"SL1344_2880",10.65,11.77,7.11,9.41,0.49,0.17
"SL1344_2881",8.56,11.39,3.56,5.78,0.23,0.08
"SL1344_2882",1.74,2.39,2.03,4.02,0.6,0.46
"SL1344_2883",0.48,0.24,0,0.38,0.12,0.07
"SL1344_2884",15.75,18.19,15.67,14.67,7.97,4.15
"SL1344_2885",5.98,5.68,3.54,4.13,1.72,0.88
"SL1344_2885A",3.13,2.55,0.51,0.95,0.76,0.47
"SL1344_2886",2.64,2.7,0.53,0.88,0.74,0.2
"SL1344_2887",4.91,4.5,1.4,1.82,0.69,0.25
"SL1344_2888",4.8,5.32,2.23,2.75,0.21,0.13
"SL1344_2889",1.29,1.23,0.34,0.55,0.17,0.11
"SL1344_2890",0.13,0.37,0.16,0.21,0.08,0.04
"SL1344_2891",0.89,1.09,0.58,0.59,0.2,0.11
"SL1344_2892",1.09,0.99,0.76,0.72,0.29,0.14
"SL1344_2893",0.46,0.47,0.39,0.48,0.11,0.07
"SL1344_2894",0.61,0.44,0.39,0.43,0.03,0.04
"SL1344_2895",0.53,0.69,0.36,0.53,0.04,0.03
"SL1344_2896",0.43,0.43,0.47,0.44,0.11,0.07
"SL1344_2897",0.64,0.45,1.15,0.71,0.24,0.24
"SL1344_2898",2.54,2.76,2.42,2.09,0.53,0.13
"SL1344_2899",6.46,7.6,3.28,3.3,1.06,0.33
"SL1344_2900",0.22,0.13,0.2,0.14,0.02,0.03
"SL1344_2901",0.44,0.51,0.18,0.23,0.04,0.03
"SL1344_2902",1.64,1.87,1.06,1.24,0.06,0.17
"SL1344_2903",54.17,57.23,55.97,61.04,3.99,3.47
"SL1344_2904",60.34,61.29,66.73,57.37,7.8,4.56
"SL1344_2905",18.13,17.64,5.54,7.04,0.24,0.34
"SL1344_2906",16.42,16.84,5.73,5.26,0.57,0.4
"SL1344_2907",14.85,15.23,4.47,4.76,0.24,0.1
"SL1344_2908",15.81,14.29,2.11,3.21,0.05,0.06
"SL1344_2909",17.92,17.79,3.17,4.28,0.17,0.07
"SL1344_2910",29.55,28.92,6,9.75,0.33,0.4
"SL1344_2911",3.7,3.14,2.29,2.35,0.75,0.36
"SL1344_2912",2.91,1.76,1.8,1.61,0.41,0.13
"SL1344_2913",1.19,1.05,1.17,0.93,0.26,0.09
"SL1344_2914",0.63,0.49,2.14,0.28,0.16,0.09
"SL1344_2915",4.08,3.71,2.72,2.82,0.28,0.13
"SL1344_2916",2.09,2.55,1.25,1.22,0.29,0.04
"SL1344_2917",0.9,1.05,0.86,0.76,0.07,0.03
"SL1344_2918",0.91,0.8,0.69,0.68,0.33,0.11
"SL1344_2919",1.7,1.29,1.09,1.16,0.14,0.06
"SL1344_2920",0.51,0.79,0.6,0.66,0.12,0.03
"SL1344_2921",0.97,1.16,1.03,0.95,0.23,0.15
"SL1344_2922",0.55,0.45,0.61,0.61,0.05,0.04
"SL1344_2923",0.28,0.23,0.7,0.7,0.11,0.03
"SL1344_2924",1.68,1.59,36.53,34.21,4.35,1.22
"STnc3140",9.34,8.6,67.86,68.12,22.69,5.36
"SL1344_2925",0.35,0.46,0.71,1.09,0.11,0.07
"SL1344_2926",0.54,0.44,1.9,1.54,0.1,0.07
"SL1344_2927",0.56,0.25,0.83,0.45,0.08,0.05
"SL1344_2928",8.13,9.34,2.52,2.97,0.88,0.35
"SL1344_2929",2.4,2.45,1.09,1.22,0.46,0.27
"SL1344_2930",15.18,16.65,4.23,5.2,4.11,1.82
"SL1344_2931",86.9,89.81,19.05,24.5,1.46,1.33
"SL1344_2932",46.99,44.6,11.74,17.18,2.08,1.45
"SL1344_2933",4.56,4.98,2.59,3.52,1.43,0.77
"SL1344_2934",2.47,2.98,0.73,0.71,0.37,0.04
"SL1344_2935",29.71,31.74,15.98,15.22,7.31,3.78
"SL1344_2936",38.94,41.96,23.34,22.21,15.45,6.55
"SL1344_2937",12.9,12.66,6.11,8.08,0.43,0.27
"SL1344_2938",14.25,15.21,7.92,7.82,1.74,0.76
"SL1344_2939",2.82,2.78,1.45,1.49,0.41,0.25
"SL1344_2940",1.36,1.44,0.91,1.36,0.65,0.27
"SL1344_2941",0.7,0.6,0.58,0.81,0.07,0.03
"SL1344_2942",0.79,0.64,0.56,0.71,0.08,0.04
"SL1344_2943",0.78,0.86,0.52,0.72,0.12,0.05
"SL1344_2944",29.01,27.82,6.55,7.65,0.9,0.66
"SL1344_2945",9.36,9.46,1.83,2.66,0.23,0.16
"SL1344_2946",7.61,7.51,2.9,2.29,0.18,0.04
"CsrB",958.44,975.73,848.6,902.41,82.3,99.98
"SL1344_ncRNA_80",958.44,975.73,848.6,902.41,82.3,99.98
"SL1344_2947",25.28,24.98,4.14,4.8,0.26,0.29
"SL1344_2948",8.05,7.93,3.34,2.91,0.75,0.3
"SL1344_2949",12.83,11.39,9.36,10.92,0.98,0.75
"SL1344_2950",58.9,58.71,25.83,30.54,0.61,0.37
"SL1344_2951",50.13,49.46,14.26,17.94,0.86,0.47
"SL1344_2952",5.27,6.3,1.01,1.17,0.13,0.1
"SL1344_2953",0.86,0.91,0.66,0.68,0.07,0.05
"SL1344_2954",0.48,0.44,0.5,0.63,0.1,0.09
"SL1344_2955",0.22,0.12,0.31,0.3,0.06,0.04
"SL1344_2956",0.31,0.38,0.42,0.46,0.05,0.01
"SL1344_2957",0.44,0.35,0.48,0.69,0.05,0.01
"SL1344_2958",0.67,0.92,0.77,1.11,0.17,0.18
"SL1344_2959",5.68,5.65,3.49,3.84,0.38,0.22
"SL1344_2960",9.64,8.31,3.44,4.93,0.35,0.31
"SL1344_2961",6.93,6.26,3.41,4.56,0.25,0.16
"SL1344_2962",5.9,6.08,3.8,3.97,1.52,0.78
"GcvB",3493.78,3620.94,671.57,1055.82,27.48,59.32
"SL1344_ncRNA_81",3493.78,3620.94,671.57,1055.82,27.48,59.32
"SL1344_2963",17.15,20.02,160.33,192.32,135.55,98.04
"SL1344_2964",4.17,3.76,1.34,1.46,0.22,0.09
"SL1344_2965",4.55,4.93,1.13,1.27,0.1,0.15
"SL1344_2966",2.46,2.88,0.87,1.95,0.11,0.07
"SL1344_2967",14.31,15.38,6.01,5.74,4.16,1.57
"SL1344_2968",11.35,11.14,5.07,5.4,1.37,0.68
"SL1344_tRNA_51",7174.1,6985.66,4213.73,4641.12,9297.3,9059.45
"SL1344_tRNA_52",7271.04,6889.08,4227.55,4596.15,9248.59,8996.87
"SL1344_2969",10.16,9.92,3.42,5.26,0.51,0.46
"SL1344_2970",1.61,1.64,1.28,1.41,0.42,0.2
"SL1344_2971",3.92,3.82,0.79,1,0.06,0.03
"SL1344_2972",6.57,6.24,1.68,1.84,0.12,0.06
"SL1344_2973",3.96,3.9,1.14,1.49,0.15,0.09
"SL1344_2974",3.66,3.84,1.01,1.18,0.16,0.08
"SL1344_2975",3.31,3.09,0.58,0.98,0.31,0.08
"SL1344_2976",0.63,1.09,0.27,0.45,0.1,0.05
"SL1344_2977",0.78,0.55,0.25,0.27,0.07,0.01
"SL1344_2978",0.16,0.17,0.09,0.2,0.03,0.03
"SL1344_2979",14.3,14.63,4.39,4.99,0.71,0.33
"SL1344_2980",13.57,14.23,5.17,6.73,0.37,0.21
"SL1344_2981",13.95,13.7,5.35,7.44,0.31,0.19
"SL1344_2982",35.16,34.97,20.43,18.65,10.54,4.3
"SL1344_2983",11.5,12.29,4.1,3.88,0.65,0.36
"SL1344_2984",11.79,11.76,5.35,7,0.5,0.33
"STnc3830",9.01,10.49,8.87,10.75,8.73,3.2
"SL1344_2985",5.91,5.72,18.73,21.67,7.04,4.28
"SL1344_2986",4.83,4.58,2.23,2.76,0.36,0.2
"SL1344_2987",4.63,5.03,2.09,2.19,0.05,0.03
"SL1344_2988",5.68,5.33,2.42,2.75,0.31,0.23
"OmrA",70.55,65.35,71.16,76.65,198.08,205.19
"SL1344_ncRNA_82",70.55,65.35,71.16,76.65,198.08,205.19
"OmrB",273.74,281.44,110.06,136.53,43.36,33.29
"SL1344_ncRNA_83",273.74,281.44,110.06,136.53,43.36,33.29
"SL1344_2989",6.67,6.34,3.49,3.39,0.88,0.55
"SL1344_2990",4.63,4.08,2.71,2.59,0.61,0.29
"SL1344_2991",0.55,0.56,1.13,0.35,0.06,0.03
"SL1344_2992",2.19,1.95,1.16,1.22,0.25,0.1
"SL1344_2993",3.95,4.09,3.33,3.61,0.83,0.44
"SL1344_2994",0.8,0.59,0.48,0.63,0.23,0.12
"SL1344_2995",1.29,0.99,1.11,1.39,0.39,0.45
"SL1344_2996",0.56,1.03,0.84,0.83,0.35,0.24
"SL1344_2997",1.6,1.79,6.43,3.74,0.32,0.17
"SL1344_2998",2.97,2.9,1.85,2.39,0.61,0.24
"SL1344_2999",4.45,4.37,1.51,1.33,1.78,0.55
"SL1344_3000",6.89,7.89,1.92,2,0.84,0.34
"SL1344_3001",8.25,8.69,4.74,6.52,1.75,1.21
"SL1344_3002",1.33,1,0.42,0.32,0.21,0.11
"SL1344_3003",1.52,1.57,0.75,0.87,0.17,0.09
"SL1344_3004",0.2,0.15,0.4,0.33,0.31,0.14
"SL1344_3005",0.7,0.68,0.63,0.54,1.21,0.4
"SL1344_3006",0.28,0.35,0.1,0.13,0.06,0.03
"SL1344_3007",0.11,0.12,0.08,0.08,0.03,0.01
"SL1344_3008",0.4,0.33,0.15,0.24,0.2,0.06
"SL1344_3009",1.84,2.14,2.65,2.67,0.59,0.15
"SL1344_3010",1.21,1.21,2.11,1.47,1.2,0.48
"SL1344_ncRNA_84",51.14,56.13,163.61,207.49,89.35,62.24
"STnc290",51.14,56.13,163.61,207.49,89.35,62.24
"SL1344_3011",12.79,15.17,7.55,8.37,1.46,1.5
"SL1344_3012",43.39,43.24,32.73,23,12.83,7.86
"SL1344_3013",1.09,1.07,0.59,0.78,0.11,0.2
"SL1344_tRNA_53",14824.25,14807.77,28477.42,24348.42,31647.93,21275.67
"SL1344_3014",7.4,8.59,3.11,3.58,1.45,1.24
"IsrO",10.44,8.3,3.9,4.07,4.26,1.62
"SL1344_ncRNA_85",10.44,8.3,3.9,4.07,4.26,1.62
"SL1344_3015",8.59,11.37,3.95,6.59,3.34,2.46
"SL1344_3016",45.33,45.74,8.4,11.5,0.25,0.2
"SL1344_3017",35.52,37.42,7.67,10.79,0.33,0.31
"SL1344_3018",7.75,7.78,2.74,3.26,0.2,0.15
"SL1344_3019",7.9,8.62,3.8,4.03,0.72,0.24
"SL1344_3020",8.46,8.75,3.31,3.78,0.87,0.31
"SL1344_3021",13.2,11.34,3.77,3.74,0.63,0.23
"SL1344_3022",15.45,16.88,6.57,7.82,0.73,0.49
"SL1344_3023",18.14,21.1,10.72,10.65,1.47,0.66
"SL1344_3024",6.44,6.19,3.58,3.48,0.44,0.28
"SL1344_3025",16.64,14.42,2.85,3.88,0.72,0.35
"SL1344_3026",6.89,7.27,5.2,5.73,0.27,0.23
"SL1344_3027",2.6,2.66,0.96,0.91,0.36,0.13
"SL1344_3028",0.58,0.93,0.65,0.56,0.34,0.14
"SL1344_3029",19.31,19.49,12.24,14.45,0.26,0.13
"SL1344_3030",61.56,57.71,75.1,77.89,0.72,0.36
"SL1344_3031",29.97,30.42,24.35,26.89,0.16,0.09
"SL1344_3032",6.74,6.87,2.92,3.93,0.31,0.2
"SL1344_3033",10.41,10.31,4.87,5.81,1.22,0.72
"SL1344_3034",11.33,10.54,4.47,5.36,1.02,0.56
"SL1344_3035",13.2,15.63,5.67,6.06,2.01,0.99
"SL1344_3036",82.25,89.07,46.45,46.53,29.35,17.23
"SL1344_ncRNA_86",5183.68,5279.13,6660.94,6034.72,10423.95,6908.66
"SsrS",5183.68,5279.13,6660.94,6034.72,10423.95,6908.66
"SL1344_3037",2.61,2.9,0.73,1,12.02,8.64
"RygC",360.25,377.01,626.98,511.11,447.24,286.17
"SL1344_ncRNA_87",360.25,377.01,626.98,511.11,447.24,286.17
"SL1344_3038",4.47,4.82,4.32,3.87,0.5,0.28
"SL1344_3039",22.41,23.35,13.32,13.94,0.82,0.46
"SL1344_3040",1.68,1.49,0.84,0.91,0.2,0.09
"SL1344_3041",5.79,5.83,4.21,5.18,2.75,2.15
"SL1344_3042",1.02,0.94,0.41,0.48,0.12,0.06
"SL1344_3043",5.02,5.18,5.62,6.72,1.08,1.09
"STnc3030",17.02,14.16,14.4,25.59,5.1,10.12
"SL1344_3044",40.31,40.62,17.36,22.43,2.08,2.49
"SL1344_3045",28.26,28.99,11.52,16.6,3.16,1.92
"SL1344_3046",23.4,22.54,8.78,9.94,7.53,3.82
"SL1344_3047",0.18,0.24,1.35,1.63,0.08,0.08
"SL1344_3048",0.27,0.09,1.54,1.98,0.12,0.03
"SL1344_3049",0.26,0.44,1.08,1.63,0.11,0.06
"SL1344_3050",0.38,0.54,1.2,1.76,0.31,0.15
"SL1344_3051",1.18,0.99,1.31,1.73,0.09,0.06
"SL1344_3052",33.45,32.65,7.14,8.7,0.22,0.22
"SL1344_3053",8.56,8.25,2.32,3.85,0.76,0.78
"SL1344_3054",21.62,22.8,1.91,3.28,0.45,0.45
"SL1344_ncRNA_88",86.13,90.26,35.45,32.25,69.48,51.22
"STnc750",86.13,90.26,35.45,32.25,69.48,51.22
"SL1344_3055",0.67,0.7,0.93,0.74,0.91,0.23
